PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,TravelPurpose,LuggageCount,HasLifeboatAccess,Name
1002,1,3,male,37.5,0,2,TICK52605,19.2,,S,Irish,Factory Worker,Business,6,0,Rev. George Brown
1003,0,3,male,-10.5,2,0,TICK544842,11.22,,S,Other,Factory Worker,Leisure,2,0,Dr. John Lewis
1004,1,2,male,40.2,0,0,TICK221686,23.08,,C,American,Nurse,Migration,7,0,Dr. William Davis
1005,0,1,male,37.7,0,0,TICK380687,315.14,,Q,American,Doctor,Leisure,2,1,Master. George Clark
1006,0,3,male,50.6,1,2,TICK562483,18.96,,C,Other,Servant,Migration,0,0,Rev. Thomas Walker
1007,0,2,male,54.2,2,0,TICK209079,43.48,,S,British,Clerk,Business,4,0,Rev. Thomas Walker
1008,0,3,female,49.7,0,1,TICK165618,19.93,C21,S,British,Laborer,Migration,3,1,Lady. Alice Harris
1009,1,3,female,31.1,0,2,TICK879862,5.34,C95,C,Other,Factory Worker,Leisure,5,0,Miss. Margaret Wilson
1010,0,1,male,6.0,2,1,TICK562720,83.04,A56,Q,Irish,Lawyer,Leisure,1,1,Dr. James Lewis
1011,1,2,male,,0,0,TICK415739,34.38,,C,French,Clerk,Leisure,2,0,Rev. John Wilson
1012,1,3,male,27.4,0,1,TICK902484,17.31,A59,S,Irish,Servant,Migration,3,0,Master. John Wilson
1013,0,3,male,30.7,0,0,TICK753689,9.28,D91,S,American,Servant,Leisure,1,0,Mr. William Walker
1014,0,3,female,55.4,0,3,TICK241474,8.59,E30,S,British,Farmer,Leisure,0,1,Lady. Elizabeth Walker
1015,1,3,female,18.9,0,0,TICK305283,16.8,,S,British,Servant,Leisure,6,1,Miss. Margaret Smith
1016,0,1,female,10.2,0,1,TICK841208,56.5,,S,British,Lawyer,Migration,1,1,Lady. Elizabeth Clark
1017,0,3,male,,0,0,TICK170244,10.54,D54,S,American,Factory Worker,Leisure,1,0,Rev. John Davis
1018,0,3,male,19.6,0,2,TICK955889,12.59,,S,American,Farmer,Migration,0,0,Master. George Wilson
1019,0,3,male,8.9,0,0,TICK393041,13.41,,S,British,Factory Worker,Leisure,2,0,Master. Thomas Lewis
1020,1,1,male,28.8,0,1,TICK348605,372.45,,S,British,Doctor,Migration,0,1,Mr. William Johnson
1021,0,3,male,31.2,0,0,TICK434476,10.32,,S,British,Laborer,Migration,7,0,Dr. James Lewis
1022,0,2,male,8.1,3,0,TICK227088,34.51,,C,French,Nurse,Leisure,4,0,Dr. Thomas Harris
1023,1,3,male,25.4,0,2,TICK580811,13.78,,S,British,Factory Worker,Migration,6,1,Master. James Clark
1024,0,2,female,18.7,4,0,TICK769956,31.9,,Q,British,Engineer,Business,4,1,Miss. Mary Johnson
1025,0,1,male,,2,2,TICK261784,331.03,,S,British,Lawyer,Leisure,0,1,Dr. Thomas Clark
1026,1,2,male,31.7,0,1,TICK986675,20.38,,S,British,Clerk,Business,0,0,Rev. William Brown
1027,0,2,male,33.2,0,0,TICK15303,13.39,,S,British,Engineer,Business,2,0,Master. George Smith
1028,1,3,male,18.7,1,0,TICK38827,6.79,,S,Irish,Factory Worker,Migration,0,0,Mr. James Clark
1029,0,3,female,46.1,0,0,TICK887552,8.37,,Q,American,Servant,Leisure,4,0,Lady. Sarah Wilson
1030,0,3,male,30.3,1,0,TICK22001,12.5,D48,C,American,Laborer,Migration,0,0,Mr. William Davis
1031,0,2,female,19.4,2,0,TICK792802,43.62,,S,British,Engineer,Migration,10,1,Mrs. Mary Clark
1032,0,2,male,7.3,0,0,TICK987033,38.05,,S,Irish,Teacher,Leisure,1,0,Master. George Brown
1033,1,2,male,34.0,0,0,TICK553133,41.56,,C,British,Teacher,Migration,0,0,Dr. William Taylor
1034,0,1,male,37.6,0,1,TICK108500,194.96,E84,S,American,Doctor,Migration,6,1,Mr. George Taylor
1035,0,3,male,22.8,1,0,TICK526860,11.07,,S,French,Farmer,Leisure,0,0,Master. John Harris
1036,1,3,male,32.2,3,2,TICK418267,10.91,,S,French,Laborer,Business,0,1,Rev. James Brown
1037,0,2,female,54.2,0,0,TICK830783,17.67,,Q,French,Clerk,Leisure,8,1,Miss. Margaret Harris
1038,0,3,female,43.5,4,3,TICK509454,5.92,,S,French,Farmer,Business,3,1,Miss. Mary Taylor
1039,0,3,female,-2.3,1,1,TICK45339,13.86,E21,S,Irish,Factory Worker,Leisure,6,1,Mrs. Mary Brown
1040,0,2,male,19.2,0,0,TICK165569,49.57,D67,C,British,Nurse,Migration,0,0,Master. John Lewis
1041,1,3,male,28.0,0,0,TICK297841,7.5,,C,British,Servant,Migration,2,0,Rev. William Lewis
1042,0,3,male,31.2,0,0,TICK317110,5.7,,S,British,Servant,Business,4,0,Rev. John Lewis
1043,1,2,female,32.5,0,2,TICK26422,41.18,,C,Irish,Teacher,Migration,0,1,Miss. Mary Clark
1044,0,1,male,36.6,0,0,TICK242177,148.72,,S,Other,Aristocrat,Leisure,4,1,Dr. James Wilson
1045,1,2,male,28.5,0,0,TICK663233,43.19,,C,British,Clerk,Migration,3,0,Dr. George Lewis
1046,0,2,female,,5,0,TICK810932,38.16,,C,Other,Engineer,Migration,3,1,Miss. Margaret Taylor
1047,0,1,male,44.3,0,0,TICK722493,474.47,,S,British,Aristocrat,Migration,5,1,Rev. James Davis
1048,0,3,female,34.3,0,0,TICK260322,11.13,,C,British,Laborer,Leisure,5,1,Mrs. Mary Lewis
1049,1,3,female,12.8,1,1,TICK36418,14.93,B20,C,British,Servant,Leisure,3,1,Mrs. Sarah Lewis
1050,0,3,male,31.6,0,0,TICK286693,11.97,,S,Other,Farmer,Migration,2,0,Master. William Davis
1051,1,3,female,28.1,0,0,TICK787343,14.46,D32,S,French,Laborer,Migration,0,1,Mrs. Sarah Brown
1052,1,3,male,1.8,0,0,TICK130648,11.74,B98,S,British,Servant,Migration,0,0,Rev. Thomas Clark
1053,0,1,male,32.4,2,2,TICK853487,118.66,,C,French,Aristocrat,Business,0,1,Mr. Thomas Davis
1054,0,3,male,14.6,2,0,TICK823139,12.62,E98,S,British,Factory Worker,Migration,4,0,Dr. Thomas Clark
1055,1,2,female,44.5,0,0,TICK397211,31.14,,S,British,Clerk,Leisure,2,0,Lady. Sarah Walker
1056,0,3,female,36.4,2,0,TICK688106,17.16,,S,French,Factory Worker,Leisure,0,1,Miss. Sarah Brown
1057,0,3,female,12.1,0,0,TICK421217,16.03,,S,British,Servant,Leisure,2,1,Lady. Sarah Brown
1058,0,3,male,43.8,0,0,TICK138566,14.96,A3,S,British,Laborer,Leisure,2,1,Dr. John Harris
1059,1,2,female,50.9,0,2,TICK859045,14.54,,S,Irish,Clerk,Migration,0,1,Miss. Mary Brown
1060,0,3,male,26.2,2,0,TICK777497,15.81,,C,Other,Laborer,Migration,2,0,Master. William Johnson
1061,1,2,male,28.0,0,2,TICK920204,30.01,C46,C,French,Clerk,Leisure,2,0,Master. Thomas Walker
1062,0,2,female,42.2,0,2,TICK284114,45.76,,S,British,Clerk,Leisure,3,0,Lady. Mary Harris
1063,0,1,male,49.6,0,0,TICK904855,462.34,,C,British,Doctor,Leisure,5,1,Master. William Taylor
1064,0,3,female,5.1,3,0,TICK90041,5.83,C9,C,British,Factory Worker,Leisure,1,0,Mrs. Alice Taylor
1065,0,3,male,13.6,1,1,TICK81244,17.31,C80,Q,British,Factory Worker,Business,0,0,Rev. George Lewis
1066,0,1,male,23.8,0,3,TICK78479,47.72,C75,C,British,Doctor,Business,4,1,Dr. George Brown
1067,1,3,male,25.4,1,0,TICK530016,10.51,D61,S,American,Laborer,Business,6,0,Rev. George Lewis
1068,0,3,female,41.7,1,0,TICK758190,13.13,,C,British,Factory Worker,Migration,0,1,Mrs. Sarah Clark
1069,0,3,female,49.7,1,0,TICK738661,7.22,B38,C,Irish,Farmer,Migration,6,1,Lady. Elizabeth Davis
1070,1,3,female,50.9,0,0,TICK800419,16.19,,S,American,Servant,Business,1,1,Miss. Sarah Brown
1071,0,3,male,4.7,0,2,TICK769227,5.13,,C,Irish,Servant,Migration,7,0,Rev. John Clark
1072,0,3,male,17.9,0,0,TICK436557,7.53,,C,British,Servant,Migration,3,0,Master. John Brown
1073,0,3,male,,0,0,TICK22133,13.71,,S,British,Factory Worker,Leisure,0,0,Rev. Thomas Harris
1074,0,3,male,21.1,2,0,TICK16457,15.72,E80,S,American,Laborer,Business,0,0,Master. George Wilson
1075,1,3,male,17.9,0,1,TICK779727,18.75,D21,Q,Irish,Servant,Business,1,1,Mr. George Smith
1076,1,3,male,36.4,1,0,TICK871581,15.58,,S,Other,Factory Worker,Migration,0,0,Master. William Lewis
1077,1,3,female,38.2,1,1,TICK569011,15.08,,S,British,Servant,Migration,2,1,Mrs. Margaret Wilson
1078,1,3,male,30.1,0,0,TICK635254,10.92,,S,British,Servant,Migration,1,0,Dr. William Harris
1079,1,3,male,28.7,0,2,TICK964614,5.02,B15,S,British,Farmer,Migration,1,0,Dr. William Clark
1080,0,1,male,24.4,0,0,TICK160223,86.47,B57,S,French,Aristocrat,Business,2,0,Master. George Brown
1081,0,3,female,26.1,0,0,TICK101198,13.02,,S,British,Factory Worker,Migration,4,1,Miss. Mary Smith
1082,0,3,female,,4,0,TICK772619,15.13,,S,Irish,Farmer,Migration,2,1,Miss. Elizabeth Davis
1083,0,3,female,40.5,2,0,TICK617767,11.26,,S,Other,Laborer,Migration,0,1,Miss. Margaret Lewis
1084,0,3,male,25.0,1,0,TICK832122,15.96,,C,French,Farmer,Leisure,6,0,Rev. John Taylor
1085,0,3,male,28.4,1,0,TICK411123,12.83,B99,S,French,Servant,Migration,1,0,Master. William Harris
1086,0,3,male,36.7,2,0,TICK204721,6.11,,S,British,Farmer,Migration,6,0,Master. Thomas Brown
1087,0,3,male,12.1,1,0,TICK872861,7.88,,S,French,Servant,Leisure,2,0,Dr. John Harris
1088,1,1,male,32.1,0,0,TICK636113,424.8,,S,French,Doctor,Migration,8,0,Dr. James Brown
1089,0,3,female,39.6,1,2,TICK902044,15.87,,Q,British,Farmer,Migration,4,1,Mrs. Margaret Brown
1090,0,2,female,37.5,1,0,TICK328354,45.79,A63,S,British,Engineer,Migration,6,0,Miss. Margaret Davis
1091,1,3,male,18.2,0,0,TICK823892,6.76,,S,Other,Farmer,Business,8,0,Rev. Thomas Lewis
1092,0,3,female,20.7,0,1,TICK340452,19.85,,S,American,Laborer,Leisure,0,1,Lady. Sarah Taylor
1093,1,3,male,0.3,0,2,TICK446804,8.14,,S,Irish,Laborer,Migration,9,0,Rev. John Harris
1094,0,1,female,41.2,0,2,TICK538243,35.54,,Q,French,Lawyer,Leisure,1,1,Miss. Mary Johnson
1095,0,3,female,61.1,1,1,TICK780598,19.96,,S,Irish,Laborer,Migration,2,1,Miss. Sarah Harris
1096,1,3,female,16.2,0,0,TICK25570,9.22,D20,C,American,Laborer,Migration,5,1,Lady. Margaret Johnson
1097,1,3,female,46.5,0,0,TICK317831,15.02,,S,American,Farmer,Business,0,1,Lady. Margaret Clark
1098,0,3,male,59.4,0,0,TICK288361,7.65,,S,Other,Factory Worker,Migration,3,0,Rev. William Harris
1099,0,3,female,23.0,0,5,TICK482197,13.7,,S,French,Farmer,Leisure,0,0,Lady. Margaret Clark
1100,0,3,male,28.4,0,0,TICK213511,18.56,,S,American,Servant,Migration,6,0,Rev. John Walker
1101,0,2,female,33.8,2,1,TICK105521,22.81,,C,British,Nurse,Migration,1,1,Miss. Sarah Wilson
1102,0,3,male,37.0,0,0,TICK278107,15.05,,S,British,Laborer,Migration,1,0,Dr. George Clark
1103,0,3,male,34.6,3,0,TICK688919,7.82,E54,S,British,Laborer,Leisure,0,0,Master. William Taylor
1104,1,1,female,24.1,0,0,TICK605190,323.65,B47,S,Irish,Merchant,Migration,2,0,Lady. Sarah Brown
1105,1,3,female,,0,0,TICK495299,10.05,,S,British,Farmer,Migration,2,0,Mrs. Margaret Brown
1106,1,3,male,24.5,1,0,TICK395873,8.17,,S,British,Factory Worker,Migration,8,0,Dr. Thomas Davis
1107,1,3,male,35.7,0,0,TICK306385,9.7,,Q,British,Laborer,Business,0,0,Rev. John Harris
1108,1,2,male,29.6,1,0,TICK451399,17.15,,Q,Other,Clerk,Migration,4,0,Mr. William Clark
1109,0,3,male,3.4,2,0,TICK98582,18.53,B7,S,French,Farmer,Business,6,0,Master. James Walker
1110,0,3,male,48.9,0,0,TICK234049,10.96,,S,Other,Laborer,Leisure,2,0,Dr. Thomas Walker
1111,0,3,female,21.1,2,0,TICK427068,8.68,,S,Irish,Servant,Migration,4,0,Lady. Elizabeth Wilson
1112,0,3,male,50.6,1,2,TICK589247,11.73,D56,C,British,Laborer,Leisure,5,0,Rev. John Wilson
1113,1,3,male,,0,0,TICK293089,9.81,C6,C,French,Farmer,Business,0,1,Rev. John Clark
1114,0,3,male,33.3,0,0,TICK507828,16.17,,S,American,Servant,Business,0,0,Dr. John Taylor
1115,0,3,female,37.8,2,0,TICK299239,19.57,,C,British,Farmer,Migration,6,1,Mrs. Mary Brown
1116,1,1,male,,0,0,TICK952756,235.88,,S,British,Doctor,Migration,1,1,Master. Thomas Taylor
1117,0,3,male,27.0,0,2,TICK738022,17.92,,S,Other,Farmer,Business,0,0,Mr. William Johnson
1118,1,3,male,27.7,0,3,TICK560104,13.49,B80,S,Irish,Farmer,Business,0,1,Rev. George Johnson
1119,0,3,male,38.9,2,0,TICK532201,7.36,A95,S,American,Servant,Migration,0,1,Master. William Lewis
1120,1,3,male,,0,0,TICK257496,15.36,E3,S,American,Servant,Leisure,0,0,Master. George Davis
1121,1,3,male,29.7,0,0,TICK401984,12.7,,S,French,Factory Worker,Leisure,0,0,Mr. Thomas Davis
1122,1,1,male,24.2,0,0,TICK19048,335.79,B61,S,Irish,Merchant,Migration,3,1,Mr. Thomas Smith
1123,1,2,male,18.4,0,0,TICK522178,45.59,,S,British,Teacher,Business,1,1,Mr. James Johnson
1124,0,3,male,36.1,0,0,TICK763899,11.61,,Q,American,Servant,Migration,1,0,Master. George Taylor
1125,1,3,male,20.6,0,0,TICK413766,18.52,,S,French,Laborer,Migration,0,0,Dr. James Taylor
1126,0,3,male,,0,1,TICK998675,16.26,,S,Other,Servant,Migration,2,1,Rev. John Harris
1127,1,3,male,44.3,0,2,TICK391843,12.33,C66,C,Other,Laborer,Migration,2,0,Master. George Harris
1128,1,3,male,37.7,0,0,TICK800749,14.05,,S,Other,Farmer,Business,2,0,Master. George Lewis
1129,0,3,male,40.9,0,0,TICK574132,9.88,,C,British,Farmer,Leisure,0,0,Mr. George Davis
1130,0,1,male,37.7,0,0,TICK750290,492.29,,C,French,Doctor,Migration,10,1,Dr. George Walker
1131,1,2,female,42.0,1,1,TICK114565,36.69,,C,Irish,Teacher,Leisure,1,0,Lady. Margaret Walker
1132,0,1,male,41.3,0,0,TICK475239,50.61,,C,Other,Merchant,Leisure,0,1,Rev. James Walker
1133,0,3,male,35.3,0,2,TICK235944,9.9,,S,British,Factory Worker,Migration,0,0,Dr. James Harris
1134,0,3,male,46.1,0,0,TICK606950,14.35,A58,S,Irish,Laborer,Leisure,2,0,Dr. Thomas Walker
1135,1,1,male,27.6,0,1,TICK27101,56.48,,Q,British,Lawyer,Leisure,3,1,Dr. John Davis
1136,0,3,male,18.8,0,0,TICK417650,5.36,,S,British,Laborer,Leisure,7,0,Dr. William Davis
1137,0,3,male,18.1,0,0,TICK809667,11.75,,C,American,Factory Worker,Leisure,0,0,Rev. Thomas Brown
1138,0,2,male,,0,0,TICK244390,23.31,B98,C,British,Nurse,Business,1,0,Mr. John Harris
1139,1,3,male,1.6,0,0,TICK469802,11.57,,S,British,Servant,Leisure,2,0,Dr. James Lewis
1140,0,3,female,33.2,2,0,TICK388786,8.94,,S,British,Factory Worker,Leisure,5,1,Miss. Sarah Johnson
1141,1,3,male,39.9,0,0,TICK500967,7.47,,S,British,Farmer,Migration,2,0,Master. James Walker
1142,0,1,male,44.1,0,0,TICK591509,353.9,,C,Other,Lawyer,Migration,0,1,Master. William Davis
1143,0,3,male,5.9,1,0,TICK115240,12.72,,C,American,Laborer,Migration,0,0,Dr. John Brown
1144,0,3,male,18.6,0,0,TICK675044,8.0,A10,S,American,Factory Worker,Leisure,1,0,Rev. Thomas Lewis
1145,0,2,male,42.4,0,0,TICK326698,22.78,,C,French,Clerk,Business,0,1,Master. George Johnson
1146,1,3,male,27.1,1,0,TICK349583,13.88,,C,British,Farmer,Business,0,0,Dr. John Johnson
1147,1,3,female,,0,1,TICK151755,6.08,C80,C,American,Laborer,Leisure,1,1,Lady. Mary Brown
1148,0,1,female,11.4,0,0,TICK850011,99.3,,S,Other,Lawyer,Leisure,0,1,Miss. Alice Davis
1149,0,3,male,50.4,0,0,TICK661512,6.1,,C,Irish,Factory Worker,Migration,0,0,Dr. James Wilson
1150,0,1,male,10.4,0,0,TICK88697,411.79,,S,British,Lawyer,Migration,10,1,Master. William Smith
1151,0,3,female,-15.3,0,0,TICK101022,16.29,,S,American,Laborer,Leisure,0,1,Mrs. Alice Brown
1152,0,3,female,32.8,0,0,TICK589130,16.3,,S,French,Factory Worker,Leisure,1,1,Lady. Sarah Clark
1153,1,3,female,33.1,0,4,TICK178477,15.74,,S,American,Factory Worker,Migration,2,1,Miss. Elizabeth Harris
1154,0,2,male,22.6,0,2,TICK218770,36.78,B26,Q,British,Engineer,Leisure,0,0,Mr. Thomas Lewis
1155,1,3,female,37.1,2,1,TICK907837,12.15,A24,S,French,Laborer,Migration,0,1,Mrs. Mary Wilson
1156,0,3,female,37.6,0,1,TICK988856,14.63,,Q,British,Farmer,Migration,1,1,Mrs. Elizabeth Davis
1157,0,2,male,35.9,4,0,TICK514604,11.53,,S,American,Engineer,Migration,1,0,Master. William Johnson
1158,0,2,male,22.4,1,0,TICK623234,34.86,,Q,British,Teacher,Business,7,0,Dr. John Wilson
1159,1,3,female,19.6,0,0,TICK263111,16.67,B27,S,French,Farmer,Migration,1,1,Lady. Sarah Brown
1160,0,3,female,23.9,0,0,TICK88963,12.51,,S,French,Factory Worker,Leisure,0,1,Mrs. Elizabeth Clark
1161,0,3,male,17.7,1,2,TICK149195,10.36,,S,Other,Farmer,Business,0,0,Dr. Thomas Smith
1162,0,3,male,46.8,0,0,TICK423780,9.16,C81,S,French,Laborer,Leisure,9,0,Dr. William Johnson
1163,1,3,female,25.1,0,3,TICK647435,14.64,E25,S,American,Servant,Leisure,6,1,Lady. Sarah Johnson
1164,0,3,female,32.3,0,0,TICK879780,15.39,D26,C,British,Laborer,Business,5,1,Mrs. Elizabeth Davis
1165,1,2,male,42.4,1,0,TICK497516,44.84,,C,American,Engineer,Migration,3,0,Dr. Thomas Harris
1166,0,3,male,17.0,0,0,TICK549830,10.14,B61,S,Other,Factory Worker,Migration,1,0,Dr. Thomas Walker
1167,0,3,male,9.8,4,0,TICK759154,16.55,C94,Q,British,Laborer,Migration,1,0,Mr. James Smith
1168,0,1,female,17.7,0,1,TICK881436,293.84,,S,British,Aristocrat,Business,4,1,Miss. Margaret Walker
1169,0,3,male,33.9,5,0,TICK595164,18.24,,S,British,Farmer,Migration,2,0,Mr. William Brown
1170,0,3,female,,1,0,TICK798527,12.92,,S,American,Factory Worker,Business,4,1,Mrs. Margaret Davis
1171,0,1,male,35.9,0,3,TICK244720,273.29,A23,S,British,Doctor,Business,2,1,Rev. John Smith
1172,0,2,female,28.5,0,0,TICK62795,33.12,,S,Irish,Clerk,Business,8,1,Lady. Mary Walker
1173,0,3,female,-6.6,3,0,TICK805686,16.24,,S,British,Factory Worker,Business,3,1,Mrs. Margaret Taylor
1174,0,3,female,28.0,0,3,TICK518386,19.47,,C,British,Laborer,Leisure,5,1,Lady. Margaret Taylor
1175,0,2,female,,0,0,TICK265266,12.94,A90,S,British,Clerk,Leisure,8,0,Lady. Alice Davis
1176,1,3,male,48.5,0,0,TICK432865,5.8,,S,French,Farmer,Business,0,0,Mr. William Taylor
1177,0,3,male,31.3,2,0,TICK327584,19.06,,S,Irish,Laborer,Business,3,1,Rev. George Brown
1178,0,3,male,33.0,0,0,TICK777482,12.95,,S,British,Servant,Leisure,7,1,Rev. George Lewis
1179,1,2,male,39.2,4,0,TICK355280,34.6,D82,S,British,Clerk,Leisure,0,0,Mr. George Brown
1180,0,3,male,48.1,0,3,TICK875851,12.24,,S,British,Laborer,Migration,2,1,Master. William Wilson
1181,1,3,male,30.0,3,3,TICK158928,6.4,,S,British,Servant,Migration,1,1,Mr. William Johnson
1182,1,3,female,39.0,0,0,TICK39283,16.52,E82,S,Irish,Laborer,Migration,0,1,Mrs. Sarah Brown
1183,0,1,male,21.7,0,0,TICK338057,381.2,,S,British,Merchant,Leisure,1,1,Mr. Thomas Taylor
1184,1,1,male,11.7,2,1,TICK723466,176.5,D33,C,British,Merchant,Leisure,8,1,Mr. John Taylor
1185,0,3,male,23.2,0,0,TICK593772,9.59,,S,American,Farmer,Migration,0,0,Mr. Thomas Wilson
1186,0,3,female,51.8,0,2,TICK628814,17.57,,S,British,Laborer,Migration,4,0,Miss. Mary Lewis
1187,1,2,female,39.3,1,0,TICK427282,12.89,,S,British,Nurse,Leisure,2,1,Mrs. Sarah Walker
1188,1,3,male,12.9,0,2,TICK914758,18.22,,S,British,Factory Worker,Migration,1,0,Mr. Thomas Lewis
1189,0,3,male,40.1,0,0,TICK6842,8.85,,S,Other,Laborer,Leisure,0,0,Mr. George Walker
1190,0,3,female,13.9,0,0,TICK282170,13.89,,S,French,Laborer,Business,1,1,Lady. Margaret Clark
1191,1,2,male,35.6,1,0,TICK724934,47.44,D45,S,British,Nurse,Migration,3,0,Dr. William Brown
1192,0,3,male,16.5,0,0,TICK220387,15.17,,C,Irish,Factory Worker,Migration,3,0,Mr. John Walker
1193,0,3,male,12.2,0,0,TICK792714,11.22,,S,British,Factory Worker,Migration,4,0,Mr. William Lewis
1194,0,3,male,54.6,0,0,TICK590729,15.34,,S,Irish,Servant,Leisure,1,0,Mr. William Taylor
1195,0,2,male,25.1,0,0,TICK834298,23.76,A41,S,British,Nurse,Migration,5,0,Dr. Thomas Clark
1196,1,3,female,39.0,0,1,TICK513467,9.16,,C,French,Laborer,Business,0,1,Lady. Mary Taylor
1197,0,2,male,30.6,0,0,TICK573091,49.87,,S,British,Engineer,Migration,3,1,Rev. William Brown
1198,1,3,male,15.0,0,0,TICK525094,16.26,,S,British,Servant,Leisure,2,0,Rev. George Clark
1199,1,3,female,26.6,0,0,TICK329221,14.67,,S,Irish,Laborer,Leisure,3,1,Mrs. Mary Wilson
1200,0,3,male,15.1,1,0,TICK684680,10.33,,S,American,Factory Worker,Leisure,0,0,Rev. John Johnson
1201,1,3,female,66.2,4,0,TICK248190,5.74,C58,S,French,Factory Worker,Migration,3,1,Lady. Sarah Taylor
1202,0,3,male,41.8,0,0,TICK338471,5.47,,C,British,Farmer,Business,6,0,Mr. John Walker
1203,0,2,female,30.3,1,0,TICK484783,32.17,D48,C,British,Engineer,Migration,0,0,Lady. Margaret Harris
1204,0,3,male,38.2,0,1,TICK744302,16.43,,C,Irish,Laborer,Business,1,0,Mr. John Davis
1205,0,1,male,40.7,0,0,TICK507458,282.57,,Q,American,Doctor,Business,1,1,Mr. William Taylor
1206,0,3,female,,1,0,TICK540420,17.61,E96,Q,Other,Farmer,Business,0,1,Mrs. Elizabeth Smith
1207,0,3,male,40.1,0,0,TICK582757,5.5,,Q,American,Servant,Migration,0,1,Dr. Thomas Wilson
1208,0,1,female,38.9,0,0,TICK901362,202.37,E22,S,British,Aristocrat,Migration,0,0,Miss. Mary Clark
1209,0,3,male,31.5,5,2,TICK776615,8.56,,Q,British,Laborer,Migration,5,0,Rev. James Johnson
1210,0,3,male,53.2,0,2,TICK769678,11.71,C53,S,Other,Servant,Migration,0,0,Rev. James Clark
1211,0,3,male,32.5,0,5,TICK86390,6.09,,C,British,Servant,Migration,1,0,Mr. George Harris
1212,0,1,male,30.8,0,1,TICK966980,478.44,,S,British,Lawyer,Migration,6,1,Dr. James Brown
1213,1,2,male,32.6,0,0,TICK111146,18.93,,Q,British,Nurse,Migration,0,0,Rev. William Brown
1214,0,3,female,33.7,1,0,TICK447380,18.83,,S,British,Factory Worker,Leisure,0,0,Mrs. Elizabeth Clark
1215,1,3,male,6.0,1,0,TICK734222,11.39,,S,Other,Farmer,Migration,0,0,Mr. John Clark
1216,1,3,female,17.6,0,0,TICK82269,19.78,,Q,British,Factory Worker,Business,4,1,Mrs. Sarah Harris
1217,1,3,male,28.5,0,0,TICK394935,13.31,,S,French,Factory Worker,Business,2,0,Mr. John Johnson
1218,0,3,male,5.4,3,1,TICK134465,18.96,,S,Other,Laborer,Leisure,4,0,Dr. John Harris
1219,0,3,female,,1,2,TICK794653,5.08,B52,S,Other,Factory Worker,Leisure,2,1,Mrs. Sarah Walker
1220,0,3,female,33.5,0,0,TICK15286,16.22,,S,American,Factory Worker,Migration,0,1,Miss. Mary Taylor
1221,0,2,male,11.1,2,0,TICK170966,46.12,,Q,Irish,Engineer,Migration,4,0,Rev. George Clark
1222,1,3,male,20.8,1,0,TICK546195,7.1,,S,Other,Farmer,Migration,0,0,Mr. James Smith
1223,1,3,female,49.2,1,0,TICK785490,6.44,,Q,American,Factory Worker,Leisure,0,0,Lady. Margaret Walker
1224,0,3,male,38.4,0,0,TICK128378,11.37,,S,Other,Factory Worker,Migration,1,0,Rev. George Walker
1225,1,3,female,37.5,1,0,TICK175270,19.01,,Q,American,Laborer,Migration,4,1,Miss. Elizabeth Walker
1226,0,1,female,47.1,1,0,TICK207954,284.92,D20,S,Irish,Lawyer,Leisure,4,1,Lady. Elizabeth Brown
1227,1,3,female,,0,0,TICK459858,12.91,C44,S,Irish,Laborer,Leisure,3,1,Mrs. Mary Harris
1228,1,3,male,11.1,0,0,TICK912998,7.12,,Q,British,Factory Worker,Business,0,0,Mr. John Harris
1229,0,3,male,44.8,2,0,TICK120185,5.01,,S,American,Laborer,Migration,2,1,Dr. John Lewis
1230,1,3,male,28.9,1,0,TICK41959,17.15,,S,American,Farmer,Leisure,6,0,Mr. George Walker
1231,0,3,male,17.5,1,0,TICK929517,6.31,,Q,American,Servant,Migration,2,0,Mr. John Wilson
1232,1,3,male,,0,3,TICK445787,14.51,,Q,British,Laborer,Migration,1,0,Rev. William Taylor
1233,1,2,male,5.9,2,2,TICK520238,46.58,,S,British,Nurse,Leisure,7,0,Master. James Taylor
1234,1,1,male,32.8,2,0,TICK180015,128.07,,S,Other,Merchant,Business,2,1,Master. George Smith
1235,1,1,male,27.1,0,1,TICK657581,342.68,,S,British,Merchant,Leisure,3,1,Dr. George Lewis
1236,0,3,female,24.6,0,1,TICK843167,6.18,,S,French,Laborer,Migration,0,1,Miss. Sarah Wilson
1237,0,3,male,-3.2,1,1,TICK551071,14.06,A46,S,Irish,Laborer,Migration,1,1,Master. William Walker
1238,0,3,male,53.0,1,0,TICK511859,7.46,,S,Irish,Factory Worker,Leisure,2,0,Master. James Harris
1239,0,2,female,8.6,0,0,TICK147659,39.44,C91,C,Irish,Teacher,Migration,0,1,Lady. Sarah Smith
1240,0,3,male,26.0,0,0,TICK786376,9.52,D78,Q,British,Farmer,Leisure,1,0,Rev. William Brown
1241,0,3,female,,3,0,TICK917680,11.95,,S,British,Laborer,Migration,2,1,Lady. Sarah Davis
1242,0,2,male,38.8,0,2,TICK574660,33.98,,S,American,Engineer,Leisure,1,0,Master. Thomas Davis
1243,0,1,female,6.0,0,0,TICK439459,110.5,,S,British,Aristocrat,Leisure,8,1,Miss. Margaret Wilson
1244,0,3,male,36.9,0,1,TICK419807,16.12,D63,Q,American,Factory Worker,Migration,1,0,Dr. William Johnson
